etf_ticker,note
CDIV,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
CYLD,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
GBND,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
GDIV,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
GEDG,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
IDEF.B,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
IDIV.B,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
MBAP,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
MCAP,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
MCLC,Complete holdings (as of 31/08/2026) via verified page transcription; issuer offers no holdings CSV download and publishes no holding tickers.
MCOR,"Top-10 preview only: MCOR lives on a mutual-fund-class page with no View Full Holdings link and no holdings download (Positions 368). One row (HM Treasury 4.38% 7/31/2054) had a blank weight cell on the page; weight left blank, not imputed."
MCAN,Top-10 preview only: MCAN lives on a mutual-fund-class page with no View Full Holdings link and no holdings download. No full holdings captured.
GIAI,"Guardian: new ETF (launched 2026-07-28); issuer publishes Top-10 only (2026-08-31); names+weights, no holding tickers"
GICD,"Guardian: new ETF (launched 2026-06-16); issuer publishes Top-10 only (2026-08-31); names+weights, no holding tickers"
QGL,AGFiQ: terminated October 2020
QMA,AGFiQ: terminated 2021-12-15
QMY,AGFiQ: terminated 2021-12-15
QEM,AGFiQ: terminated 2024-05-28
QIE,AGFiQ: terminated 2025-04-29
TBUF-U,"source discrepancy: quarterly portfolio summary PDF (25 rows) and td.com browser extraction (13 rows), both as of 2026-03-31, show completely different bond holdings; both retained, needs source review"
TBUG-U,"source discrepancy: quarterly portfolio summary PDF (23 rows) and td.com browser extraction (18 rows), both as of 2026-03-31, show completely different bond holdings; both retained, needs source review"
UMI.B,UMI.B (unhedged units) shares the same underlying equity portfolio as UMI (hedged). CI holdings file has 296 equity positions without FX forwards; applies to both classes.
HFG,INCOMPLETE: TOP-25-ONLY (SOI publishes only the 25 largest positions; holding tickers not published in the SOI). Only 25 holdings captured.
HUM,INCOMPLETE: TOP-25-ONLY (SOI publishes only the 25 largest positions; holding tickers not published in the SOI). Only 25 holdings captured.
QCD,AGFiQ ETFs extraction pending from agf.com.
QUS,AGFiQ ETFs extraction pending from agf.com.
QIF,AGFiQ ETFs extraction pending from agf.com.
QEF,AGFiQ ETFs extraction pending from agf.com.
HBA,Complete: 6 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HCAL,Complete: 2 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HFIN,Complete: 14 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HDIV,Complete: 11 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HYLD,Complete: 10 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HUTS,Complete: 2 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HMAX,Complete: 14 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
AMAX,Complete: 17 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
EMAX,Complete: 22 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
FMAX,Complete: 22 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
LMAX,Complete: 22 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
SMAX,Complete: 30 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
QMAX,Complete: 17 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HBND,Complete: 5 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HBIL,Complete: 4 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
CMVP,Complete: 26 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
SMVP,Complete: 38 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
QMVP,Complete: 25 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
UMVP,Complete: 13 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HEB,Complete: 7 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HFN,Complete: 13 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
HBFE,Harvest: fund terminated effective 2024 per harvestportfolios.com announcement (HBFE and HLFE terminations); excluded from holdings
HLFE,Harvest: fund terminated effective 2024 per harvestportfolios.com announcement (HBFE and HLFE terminations); excluded from holdings
DLR,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
DLR.U,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HXT,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HXS,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HXQ,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HXU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HXD,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HEU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HED,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HFU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HFD,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HMU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HMD,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HOU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HOD,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HNU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HND,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HBU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HBD,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HAU,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HAD,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
HBB,"Mixed disclosure. Some funds publish complete holdings, others Top-10 only. HAU/HMU/HMD terminated."
FHB,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
RWC,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
RWE,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
RWE.B,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
RWU,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
RWU.B,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
RWW,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
RWW.B,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
DXM,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
FXM,Complete: 33 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
QXM,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
UXM,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
UXM.B,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
YXM,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
YXM.B,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
XXM,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
XXM.B,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
TXF,Complete: 54 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
BXF,Complete: 27 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
KXF,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
GXF,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
PXF,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
EXM,First Asset acquired by CI Global Asset Management. Many tickers terminated/merged. Check CI site for successor funds.
CAGG,Holdings not yet extracted. Provider: CI Global Asset Management
DRG.B,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
EHE.B,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
DRG,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
DQD,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
IQD.B,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
DQI,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
HID,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
HID.B,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
DRGC,WisdomTree Canada ETFs acquired by CI Global Asset Management; now CI funds. Check CI site.
FST,Complete: 26 holdings as of 2026-09-18 via firsttrust.ca extraction (2026-09-19)
FST.A,Holdings not yet extracted. Provider: First Trust
FDE,Holdings not yet extracted. Provider: First Trust
FDE.A,Holdings not yet extracted. Provider: First Trust
EUR,Holdings not yet extracted. Provider: First Trust
EUR.A,Holdings not yet extracted. Provider: First Trust
FUD,Complete: 241 holdings as of 2026-09-18 via firsttrust.ca extraction (2026-09-19)
FUD.A,Holdings not yet extracted. Provider: First Trust
FHD,Holdings not yet extracted. Provider: First Trust
FHC,Holdings not yet extracted. Provider: First Trust
FHE,Holdings not yet extracted. Provider: First Trust
FHF,Holdings not yet extracted. Provider: First Trust
FHH,Complete: 73 holdings as of 2026-09-18 via firsttrust.ca extraction (2026-09-19)
FHG,Complete: 155 holdings as of 2026-09-18 via firsttrust.ca extraction (2026-09-19)
FHM,Holdings not yet extracted. Provider: First Trust
FHQ,Complete: 110 holdings as of 2026-09-18 via firsttrust.ca extraction (2026-09-19)
FHU,Holdings not yet extracted. Provider: First Trust
FSL,Complete: 1 direct holding as of 2026-09-18 via firsttrust.ca extraction (2026-09-19)
FSL.A,Holdings not yet extracted. Provider: First Trust
FHY,Holdings not yet extracted. Provider: First Trust
FHY.A,Holdings not yet extracted. Provider: First Trust
ETP,Complete: 18 holdings as of 2026-09-18 via firsttrust.ca extraction (2026-09-19)
ETP.A,Holdings not yet extracted. Provider: First Trust
FTB,Holdings not yet extracted. Provider: First Trust
FSR,Holdings not yet extracted. Provider: First Trust
FCCB,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCCD,Complete: 72 holdings as of 18-Sep-2026 via fidelity.ca extraction (2026-09-19)
FCCL,Complete: 73 holdings as of 18-Sep-2026 via fidelity.ca extraction (2026-09-19)
FCCM,Complete: 65 holdings as of 18-Sep-2026 via fidelity.ca extraction (2026-09-19)
FCCQ,Complete: 64 holdings as of 18-Sep-2026 via fidelity.ca extraction (2026-09-19)
FCCV,Complete: 68 holdings as of 18-Sep-2026 via fidelity.ca extraction (2026-09-19)
FCGB.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCGC,Complete: 98 holdings as of 30-Jun-2026 via fidelity.ca extraction (2026-09-19)
FCGI,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCGS,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCGS.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCID,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIG,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIG.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIL,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIM,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIN,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIP,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIQ,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIQ.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCIV,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCLC,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCLS,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCMI,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCMO,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCMO.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCNS,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCQH,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCRR,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCRR.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCSB,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCSW,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUB,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUB.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUD,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUD.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUH,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUL,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUL.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUQ,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUQ.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUV,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCUV.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FCVH,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FEMO,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FEPY,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FEPY.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FEQT,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FETH,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FETH.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FFAB,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FFIX,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FGCV,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FGEB,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FGEP,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FGEP.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FGLS,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FGRO,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FGSM,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FINN,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FINN.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FLSA,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FLSA.U,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FLSE,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FMAB,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FMAE,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FMNA,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FMPB,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FMPG,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FMPI,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
FTHI,Holdings extraction via browser in progress. Fidelity publishes complete holdings on institutional site.
MDEF,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MEQT,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MFT,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MGAB,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MGB,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MGDV,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MGQE,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MGRW,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MGSB,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MHDC,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MHDU,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MHYB,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MIQE,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MIVG,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MKB,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MNXT,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MORE,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MTBA,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MTBB,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MUB,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MULV,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MWLV,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MWMN,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QAH,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QASH,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QBB,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QCB,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QCE,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QCH,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QCN,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QDX,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QDXB,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QDXH,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QEBH,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QHY,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QINF,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QLB,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QQQQ,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QRET,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
QSB,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QTIP,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QTLT,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QUB,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QUIG,Skipped per user instruction 2026-09-19: bond fund with hundreds of holdings
QUU,Holdings extraction pending. Browser task encountered issues; manual extraction required from mackenzieinvestments.com.
MCSM,Complete: 120 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MDIF,Holdings extraction via browser in progress from manulifeim.com.
MEME.B,Complete: 979 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MFUN,Holdings extraction via browser in progress from manulifeim.com.
MGAP,Complete: 27 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MINT,Complete: 590 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MINT.B,Complete: 590 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MMAC,Holdings extraction via browser in progress from manulifeim.com.
MULC,Complete: 769 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MULC.B,Complete: 769 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MUMC,Complete: 659 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MUMC.B,Complete: 659 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MUSC,Complete: 499 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
MUSC.B,Complete: 499 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
OPPS,Holdings extraction via browser in progress from manulifeim.com.
PLUS,Holdings extraction via browser in progress from manulifeim.com.
STRT,Holdings extraction via browser in progress from manulifeim.com.
TERM,Complete: 186 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UDEF,Complete: 173 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UDEF.B,Complete: 173 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UDEF.U,Complete: 173 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UDIV,Complete: 108 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UDIV.B,Complete: 108 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UDIV.U,Complete: 108 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UYLD,Complete: 315 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UYLD.B,Complete: 315 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
UYLD.U,Complete: 315 holdings as of 2026-08-31 via manulifeim.com extraction (2026-09-19)
CEQT,Holdings not yet extracted. Provider: CI Global Asset Management
TXF.B,Complete: 54 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
TXF.U,Complete: 54 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
ZXM,Complete: 217 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
ZXM.B,Complete: 217 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
VXM,Complete: 217 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
VXM.B,Complete: 217 holdings as of 2026-09-17 via funds.cifinancial.com download (2026-09-19)
HCA,Complete: 7 holdings as of 2026-08-31 via hamiltonetfs.com extraction (2026-09-19)
QEE,"Mackenzie: complete ticker-level holdings not published; fund page holdings feed shows ""Information is not currently available"" (2026-09-20). Only Top 25 with weights available via Q3 2025 QPD (as of 2025-12-31); not ingested as complete."
ZACE,"BMO: official XLSX contained only Top-10 (10 rows, 38.9%); complete portfolio not in download; excluded as partial"
ZFC,"BMO: official XLSX contained only 10 rows (61.1%, expected 18 holdings); excluded as partial"
ZFN,"BMO: official XLSX contained only 10 rows (60.4%, expected 19 holdings); excluded as partial"
ZZZD,"BMO: official XLSX contained only 10 rows (95.3%, expected 11 holdings); excluded as partial"
IVGBE,"CI/Invesco: Portfolio tab offers only Top-9 table (99.86%), no Download Holdings button; excluded as partial"
ITDY,"CI/Invesco: Portfolio tab offers only Top-15 table (33.68%), no Download Holdings button; excluded as partial"
FCGB,"merged 2026-09-20 from official Fidelity holdings API as of 2026-06-30 (1,965 rows incl. cash/FX/derivative lines; Fidelity states 1,952 holdings). Fidelity publishes weights truncated to 2dp: 935 sub-0.005% positions show 0.00%, so published weights sum to 90.04% (issuer-side truncation artifact; market-value-implied total ~98% of NAV). Rows preserved as published, incl. derivatives, shorts, and zero weights."
